세탁실창고|0.078849|0.188415|0.000000|0.000
목공실 목 공 실|0.079409|0.183767|0.000000|0.000
쓰레기처리장|0.059814|0.170252|0.000000|0.000
적출물 보관실|0.055951|0.161236|0.000000|0.000
가바나|0.042624|0.159469|0.000000|0.000
의료가스 창고 의료 가스 창고|0.044294|0.156493|0.000000|0.000
의료가스 기계|0.048534|0.152286|0.000000|0.000
화장실|0.096523|0.152379|0.000000|0.000
화장실|0.096567|0.148781|0.000000|0.000
기계실 사무실|0.089809|0.150392|0.000000|0.000
기 계 실|0.089907|0.143494|0.000000|0.000
수 처리장|0.082860|0.116905|0.000000|0.000
장비반입구|0.111504|0.087929|0.000000|0.000
배풍실|0.123341|0.059154|0.000000|0.000
배기|0.126607|0.061806|0.000000|0.000
창고|0.122174|0.077779|0.000000|0.000
장애인경사로|0.095009|0.096294|0.000000|0.000
감염 출입구|0.085339|0.124167|0.000000|0.000
공조실|0.144047|0.059376|0.000000|0.000
방풍실|0.146938|0.096903|0.000000|0.000
교육수련부|0.156893|0.107153|0.000000|0.000
주차장|0.132173|0.074235|0.000000|0.000
응급전용주차장|0.124328|0.092122|0.000000|0.000
(급기)|0.112364|0.094668|0.000000|0.000
(급기)|0.106855|0.095118|0.000000|0.000
계단실-4|0.158017|0.075225|0.000000|0.000
전실|0.158382|0.077213|0.000000|0.000
상부오픈|0.110024|0.081804|0.000000|0.000
(배기)|0.118051|0.064193|0.000000|0.000
중증응급진료구역|0.114584|0.128715|0.000000|0.000
(16병상)|0.115719|0.128115|0.000000|0.000
방풍실-2|0.134531|0.109095|0.000000|0.000
소아응급실|0.140205|0.130254|0.000000|0.000
당직실-3|0.140484|0.151629|0.000000|0.000
별도 공조 (발열환자)|0.107607|0.110954|0.000000|0.000
응급진료구역 (16병상)|0.115601|0.111029|0.000000|0.000
소생실-1|0.120615|0.120778|0.000000|0.000
준비실|0.112109|0.122110|0.000000|0.000
화장실(남)|0.143053|0.122409|0.000000|0.000
보호자대기실|0.139926|0.112391|0.000000|0.000
진료실-1|0.138659|0.121879|0.000000|0.000
경환자 진료실|0.139858|0.125479|0.000000|0.000
접수/수납|0.138616|0.119291|0.000000|0.000
장비창고|0.104051|0.110800|0.000000|0.000
방풍실-1|0.128210|0.109095|0.000000|0.000
처치실-1|0.131878|0.120822|0.000000|0.000
소생실-2|0.125324|0.120778|0.000000|0.000
수간호사실|0.143266|0.151629|0.000000|0.000
간호사 탈의실(남)|0.143542|0.146091|0.000000|0.000
화장실(여)|0.143053|0.118962|0.000000|0.000
직원휴게실|0.133154|0.144816|0.000000|0.000
진료실-2|0.131878|0.125405|0.000000|0.000
창고|0.132406|0.149071|0.000000|0.000
1인실-2|0.131944|0.128472|0.000000|0.000
1인실-1|0.131757|0.131520|0.000000|0.000
창고|0.151591|0.127831|0.000000|0.000
방풍실-3|0.088537|0.128751|0.000000|0.000
조정실|0.141050|0.142845|0.000000|0.000
직원 화장실(여)|0.140756|0.146091|0.000000|0.000
직원 화장실(남)|0.137833|0.146091|0.000000|0.000
간호사실|0.127288|0.144691|0.000000|0.000
일반촬영실|0.142610|0.138501|0.000000|0.000
1인실-3|0.126050|0.138479|0.000000|0.000
1인실-4|0.129250|0.138479|0.000000|0.000
상담실|0.131760|0.109095|0.000000|0.000
회의실|0.151643|0.120315|0.000000|0.000
응급의료지원실|0.150400|0.113679|0.000000|0.000
집수정|0.113735|0.063970|0.000000|0.000
탈의실(여)|0.097134|0.185351|0.000000|0.000
창고|0.086293|0.178041|0.000000|0.000
탈의실 (남)|0.095813|0.179615|0.000000|0.000
창고-2|0.096183|0.171221|0.000000|0.000
사무실|0.086475|0.162656|0.000000|0.000
유해물질 작업실|0.090235|0.166886|0.000000|0.000
연고제 작업실|0.090622|0.164200|0.000000|0.000
세척실|0.090622|0.160336|0.000000|0.000
창고-3|0.090574|0.156946|0.000000|0.000
모니터링실|0.094654|0.164063|0.000000|0.000
주사 준비실|0.093010|0.171938|0.000000|0.000
사무실-2|0.095584|0.175302|0.000000|0.000
주사 조제실-1|0.090292|0.175819|0.000000|0.000
주사 조제실-2|0.090273|0.170191|0.000000|0.000
전실|0.090594|0.172671|0.000000|0.000
랩가운 보관실|0.119689|0.181081|0.000000|0.000
중계반실|0.105989|0.156905|0.000000|0.000
마약실|0.102597|0.157586|0.000000|0.000
입고창고|0.110939|0.191945|0.000000|0.000
보관창고|0.104207|0.186079|0.000000|0.000
수선실|0.117735|0.188379|0.000000|0.000
물품포장실|0.114788|0.181081|0.000000|0.000
분류실|0.110143|0.184613|0.000000|0.000
탈의실(남)|0.109955|0.178629|0.000000|0.000
중앙창고|0.124144|0.201729|0.000000|0.000
사무실|0.109547|0.202979|0.000000|0.000
창고|0.109911|0.207980|0.000000|0.000
MDF실|0.110513|0.169500|0.000000|0.000
RACK실|0.074358|0.172266|0.000000|0.000
사무실|0.103130|0.175059|0.000000|0.000
창고-1|0.103082|0.170770|0.000000|0.000
격리병실-1|0.089832|0.124539|0.000000|0.000
전실-1|0.092105|0.127599|0.000000|0.000
전실-2|0.094274|0.123080|0.000000|0.000
진료실|0.096153|0.130827|0.000000|0.000
격리병실-2|0.095176|0.120378|0.000000|0.000
오물 처리실|0.105605|0.121064|0.000000|0.000
일반 격리실-1|0.100084|0.115904|0.000000|0.000
세척실|0.103692|0.122483|0.000000|0.000
오염 린넨실|0.105693|0.123137|0.000000|0.000
화장실(남)|0.101081|0.122506|0.000000|0.000
화장실(여)|0.097359|0.118229|0.000000|0.000
창고-1|0.099092|0.125486|0.000000|0.000
일반 격리실-2|0.102287|0.113659|0.000000|0.000
화장실|0.092676|0.121493|0.000000|0.000
화장실|0.093661|0.125844|0.000000|0.000
음압|0.090714|0.125139|0.000000|0.000
음압|0.096058|0.120978|0.000000|0.000
1인실-5|0.132475|0.138479|0.000000|0.000
구급차 출입구|0.126764|0.104432|0.000000|0.000
보행자 출입구|0.134120|0.104432|0.000000|0.000
신품창고|0.103932|0.180146|0.000000|0.000
탈의실(여)|0.112798|0.189170|0.000000|0.000
기독교 사무실|0.126265|0.173825|0.000000|0.000
법당|0.128696|0.181382|0.000000|0.000
천주교 사무실|0.126242|0.188356|0.000000|0.000
PACS실|0.126199|0.166940|0.000000|0.000
기도실|0.129250|0.170583|0.000000|0.000
천주교 경당|0.126719|0.185395|0.000000|0.000
기독교 기도실|0.125891|0.177088|0.000000|0.000
불교 사무실|0.125566|0.181355|0.000000|0.000
책장|0.125306|0.157994|0.000000|0.000
사회사업팀|0.127514|0.159082|0.000000|0.000
창고-3|0.131449|0.160804|0.000000|0.000
상담실-1|0.125459|0.163951|0.000000|0.000
상담실-2|0.128609|0.163951|0.000000|0.000
책장|0.132861|0.157994|0.000000|0.000
책장|0.132861|0.156394|0.000000|0.000
책장|0.125306|0.156394|0.000000|0.000
책장|0.125256|0.161425|0.000000|0.000
진입금지|0.131072|0.063160|0.000000|90.000
진입금지|0.047104|0.165674|0.000000|224.577
일방통행|0.068747|0.139329|0.000000|45.892
일방통행|0.090637|0.117329|0.000000|45.892
진입금지|0.129991|0.102303|0.000000|270.000
출 구|0.125425|0.093180|-0.000000|0.000
출 구|0.137824|0.065098|0.000000|270.000
진입금지|0.134439|0.071851|0.000000|180.000
일방통행|0.121388|0.099127|0.000000|90.000
일방통행|0.139276|0.089388|0.000000|0.000
일방통행|0.130180|0.083683|0.000000|270.000
전 용 확장형|0.122449|0.085974|0.000000|90.000
응 급|0.120913|0.085836|0.000000|90.000
회 차 공 간|0.131820|0.090818|0.000000|270.000
공 간|0.130809|0.090998|0.000000|270.000
전 용 확장형|0.122449|0.088574|0.000000|90.000
응 급|0.120913|0.088436|0.000000|90.000
전 용 확장형|0.122449|0.095568|0.000000|90.000
응 급|0.120913|0.095425|0.000000|90.000
전 용 확장형|0.122449|0.092968|0.000000|90.000
응 급|0.120913|0.092825|0.000000|90.000
전 용 확장형|0.129838|0.088269|0.000000|270.000
응 급|0.131374|0.088402|0.000000|270.000
전 용 확장형|0.129838|0.094668|0.000000|270.000
응 급|0.131374|0.094801|0.000000|270.000
전 용 확장형|0.129838|0.097268|0.000000|270.000
응 급|0.131374|0.097401|0.000000|270.000
응급차|0.127616|0.088086|0.000000|180.000
전 용|0.127612|0.090039|0.000000|180.000
승차 지역|0.167801|0.066240|0.000000|0.000
청결물실|0.115846|0.122110|0.000000|0.000
직원식당|0.155770|0.084859|0.000000|0.000
세척구역|0.146820|0.088275|0.000000|0.000
하차 지역|0.129740|0.102988|0.000000|0.000
샤워실|0.113316|0.187531|0.000000|0.000
